,0,1,2,3,4,5,6,7,8,9,10,11
0,Monat_1,Stunde_6,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_2,PKW_1,StrassenZustand_1,,,
1,Monat_3,Stunde_13,Wochentag_7,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
2,Monat_11,Stunde_18,Wochentag_2,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_2,Fahrrad_1,PKW_1,StrassenZustand_0,,
3,Monat_8,Stunde_19,Wochentag_5,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
4,Monat_10,Stunde_22,Wochentag_6,Unfallaktegorie_3,UnfallArt_1,UnfallTyp_5,Lichverhaeltniss_2,Fahrrad_1,PKW_1,StrassenZustand_0,,
5,Monat_8,Stunde_16,Wochentag_3,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
6,Monat_4,Stunde_19,Wochentag_2,Unfallaktegorie_2,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,Fahrrad_1,StrassenZustand_0,,,
7,Monat_4,Stunde_16,Wochentag_4,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
8,Monat_5,Stunde_14,Wochentag_4,Unfallaktegorie_2,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
9,Monat_11,Stunde_8,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_0,PKW_1,Sonstiges_1,StrassenZustand_0,,
10,Monat_12,Stunde_9,Wochentag_3,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_3,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_1,,
11,Monat_9,Stunde_14,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
12,Monat_8,Stunde_7,Wochentag_6,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,Sonstiges_1,StrassenZustand_0,,
13,Monat_6,Stunde_11,Wochentag_6,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
14,Monat_7,Stunde_22,Wochentag_4,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_1,Lichverhaeltniss_2,KraftRad_1,StrassenZustand_0,,,
15,Monat_5,Stunde_7,Wochentag_4,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
16,Monat_3,Stunde_18,Wochentag_6,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_3,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
17,Monat_11,Stunde_14,Wochentag_3,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_7,Lichverhaeltniss_0,Fuss_1,Sonstiges_1,StrassenZustand_0,,
18,Monat_6,Stunde_11,Wochentag_1,Unfallaktegorie_3,UnfallArt_9,UnfallTyp_1,Lichverhaeltniss_0,PKW_1,StrassenZustand_1,,,
19,Monat_12,Stunde_23,Wochentag_5,Unfallaktegorie_2,UnfallArt_8,UnfallTyp_1,Lichverhaeltniss_2,PKW_1,StrassenZustand_1,,,
20,Monat_10,Stunde_16,Wochentag_7,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_7,Lichverhaeltniss_0,PKW_1,Fuss_1,StrassenZustand_0,,
21,Monat_8,Stunde_17,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
22,Monat_4,Stunde_21,Wochentag_4,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_2,Fahrrad_1,PKW_1,StrassenZustand_0,,
23,Monat_3,Stunde_17,Wochentag_1,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
24,Monat_5,Stunde_14,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
25,Monat_10,Stunde_6,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_2,PKW_1,StrassenZustand_1,,,
26,Monat_3,Stunde_20,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_2,PKW_1,KraftRad_1,StrassenZustand_0,,
27,Monat_11,Stunde_6,Wochentag_3,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_1,GueterKFZ_1,Sonstiges_1,StrassenZustand_0,,
28,Monat_9,Stunde_9,Wochentag_1,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
29,Monat_8,Stunde_17,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
30,Monat_6,Stunde_12,Wochentag_2,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
31,Monat_7,Stunde_13,Wochentag_2,Unfallaktegorie_2,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
32,Monat_6,Stunde_10,Wochentag_3,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
33,Monat_8,Stunde_10,Wochentag_5,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_1,Lichverhaeltniss_0,KraftRad_1,StrassenZustand_0,,,
34,Monat_5,Stunde_18,Wochentag_5,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_4,Lichverhaeltniss_0,Fahrrad_1,Fuss_1,StrassenZustand_0,,
35,Monat_4,Stunde_6,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
36,Monat_12,Stunde_8,Wochentag_3,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,StrassenZustand_1,,,
37,Monat_9,Stunde_12,Wochentag_7,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
38,Monat_9,Stunde_4,Wochentag_1,Unfallaktegorie_2,UnfallArt_9,UnfallTyp_1,Lichverhaeltniss_1,PKW_1,StrassenZustand_0,,,
39,Monat_7,Stunde_9,Wochentag_6,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_1,Lichverhaeltniss_0,KraftRad_1,StrassenZustand_0,,,
40,Monat_7,Stunde_15,Wochentag_7,Unfallaktegorie_3,UnfallArt_9,UnfallTyp_1,Lichverhaeltniss_0,Fahrrad_1,StrassenZustand_0,,,
41,Monat_3,Stunde_8,Wochentag_4,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_1,,,
42,Monat_5,Stunde_18,Wochentag_6,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_6,Lichverhaeltniss_0,Fahrrad_1,Fuss_1,StrassenZustand_0,,
43,Monat_10,Stunde_13,Wochentag_5,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
44,Monat_3,Stunde_20,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_2,PKW_1,StrassenZustand_0,,,
45,Monat_11,Stunde_12,Wochentag_6,Unfallaktegorie_2,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,GueterKFZ_1,StrassenZustand_1,,
46,Monat_9,Stunde_13,Wochentag_2,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
47,Monat_8,Stunde_18,Wochentag_7,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
48,Monat_6,Stunde_22,Wochentag_3,Unfallaktegorie_3,UnfallArt_9,UnfallTyp_1,Lichverhaeltniss_2,PKW_1,StrassenZustand_0,,,
49,Monat_10,Stunde_16,Wochentag_3,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,Fuss_1,StrassenZustand_0,,
50,Monat_6,Stunde_13,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
51,Monat_8,Stunde_15,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
52,Monat_4,Stunde_10,Wochentag_7,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_7,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
53,Monat_4,Stunde_19,Wochentag_7,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
54,Monat_6,Stunde_12,Wochentag_6,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
55,Monat_12,Stunde_18,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_7,Lichverhaeltniss_2,Fahrrad_1,PKW_1,StrassenZustand_1,,
56,Monat_9,Stunde_17,Wochentag_2,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_1,Fahrrad_1,StrassenZustand_1,,,
57,Monat_9,Stunde_18,Wochentag_3,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
58,Monat_6,Stunde_15,Wochentag_3,Unfallaktegorie_3,UnfallArt_1,UnfallTyp_5,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
59,Monat_7,Stunde_23,Wochentag_7,Unfallaktegorie_2,UnfallArt_3,UnfallTyp_7,Lichverhaeltniss_2,PKW_1,KraftRad_1,StrassenZustand_0,,
60,Monat_5,Stunde_12,Wochentag_1,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
61,Monat_3,Stunde_8,Wochentag_6,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_6,Lichverhaeltniss_0,Fahrrad_1,Fuss_1,StrassenZustand_0,,
62,Monat_11,Stunde_19,Wochentag_7,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_7,Lichverhaeltniss_2,Fahrrad_1,Fuss_1,StrassenZustand_0,,
63,Monat_10,Stunde_13,Wochentag_4,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
64,Monat_8,Stunde_16,Wochentag_2,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,Fuss_1,StrassenZustand_0,,
65,Monat_4,Stunde_17,Wochentag_1,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
66,Monat_4,Stunde_1,Wochentag_2,Unfallaktegorie_3,UnfallArt_9,UnfallTyp_1,Lichverhaeltniss_2,PKW_1,StrassenZustand_1,,,
67,Monat_5,Stunde_10,Wochentag_2,Unfallaktegorie_2,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
68,Monat_10,Stunde_21,Wochentag_4,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_2,PKW_1,StrassenZustand_0,,,
69,Monat_3,Stunde_17,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_1,Fahrrad_1,PKW_1,StrassenZustand_0,,
70,Monat_12,Stunde_5,Wochentag_1,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_4,Lichverhaeltniss_2,Fahrrad_1,Fuss_1,StrassenZustand_1,,
71,Monat_9,Stunde_18,Wochentag_4,Unfallaktegorie_2,UnfallArt_2,UnfallTyp_1,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
72,Monat_8,Stunde_20,Wochentag_5,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_1,Fahrrad_1,PKW_1,StrassenZustand_1,,
73,Monat_6,Stunde_12,Wochentag_5,Unfallaktegorie_2,UnfallArt_6,UnfallTyp_4,Lichverhaeltniss_0,PKW_1,Fuss_1,StrassenZustand_0,,
74,Monat_7,Stunde_16,Wochentag_3,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_7,Lichverhaeltniss_0,Fahrrad_1,Sonstiges_1,StrassenZustand_0,,
75,Monat_3,Stunde_16,Wochentag_6,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
76,Monat_11,Stunde_17,Wochentag_7,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_2,PKW_1,StrassenZustand_0,,,
77,Monat_6,Stunde_16,Wochentag_5,Unfallaktegorie_2,UnfallArt_0,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
78,Monat_5,Stunde_12,Wochentag_3,Unfallaktegorie_2,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
79,Monat_12,Stunde_20,Wochentag_1,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_2,PKW_1,StrassenZustand_1,,,
80,Monat_10,Stunde_14,Wochentag_5,Unfallaktegorie_2,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
81,Monat_3,Stunde_19,Wochentag_6,Unfallaktegorie_2,UnfallArt_0,UnfallTyp_1,Lichverhaeltniss_2,Fahrrad_1,StrassenZustand_0,,,
82,Monat_7,Stunde_15,Wochentag_2,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
83,Monat_4,Stunde_10,Wochentag_3,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,Sonstiges_1,StrassenZustand_0,,
84,Monat_7,Stunde_15,Wochentag_7,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
85,Monat_3,Stunde_13,Wochentag_4,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_3,Lichverhaeltniss_0,PKW_1,Sonstiges_1,StrassenZustand_0,,
86,Monat_5,Stunde_17,Wochentag_3,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_1,Lichverhaeltniss_0,KraftRad_1,StrassenZustand_0,,,
87,Monat_10,Stunde_13,Wochentag_2,Unfallaktegorie_3,UnfallArt_4,UnfallTyp_6,Lichverhaeltniss_0,Fahrrad_1,StrassenZustand_0,,,
88,Monat_3,Stunde_8,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
89,Monat_11,Stunde_17,Wochentag_7,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_2,PKW_1,StrassenZustand_0,,,
90,Monat_9,Stunde_17,Wochentag_6,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_6,Lichverhaeltniss_0,Fahrrad_1,Fuss_1,StrassenZustand_0,,
91,Monat_8,Stunde_18,Wochentag_4,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,KraftRad_1,StrassenZustand_0,,
92,Monat_6,Stunde_14,Wochentag_7,Unfallaktegorie_2,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,Fahrrad_1,PKW_1,Sonstiges_1,StrassenZustand_0,
93,Monat_6,Stunde_14,Wochentag_2,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
94,Monat_8,Stunde_9,Wochentag_3,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
95,Monat_5,Stunde_11,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,Sonstiges_1,StrassenZustand_0,,
96,Monat_4,Stunde_20,Wochentag_3,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_4,Lichverhaeltniss_2,Fahrrad_1,Fuss_1,StrassenZustand_0,,
97,Monat_12,Stunde_9,Wochentag_6,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,Fahrrad_1,StrassenZustand_0,,,
98,Monat_9,Stunde_18,Wochentag_5,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_4,Lichverhaeltniss_1,Fahrrad_1,Fuss_1,StrassenZustand_0,,
99,Monat_9,Stunde_14,Wochentag_6,Unfallaktegorie_2,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
100,Monat_7,Stunde_16,Wochentag_5,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
101,Monat_7,Stunde_9,Wochentag_5,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_1,,
102,Monat_5,Stunde_10,Wochentag_5,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,Fuss_1,StrassenZustand_0,,
103,Monat_3,Stunde_7,Wochentag_5,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_1,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
104,Monat_11,Stunde_6,Wochentag_4,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_2,Fahrrad_1,PKW_1,StrassenZustand_1,,
105,Monat_8,Stunde_13,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
106,Monat_7,Stunde_17,Wochentag_3,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
107,Monat_4,Stunde_15,Wochentag_4,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
108,Monat_7,Stunde_14,Wochentag_2,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
109,Monat_3,Stunde_12,Wochentag_6,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_1,,,
110,Monat_5,Stunde_11,Wochentag_4,Unfallaktegorie_2,UnfallArt_0,UnfallTyp_7,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
111,Monat_10,Stunde_18,Wochentag_3,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_2,Fahrrad_1,PKW_1,StrassenZustand_1,,
112,Monat_3,Stunde_15,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,GueterKFZ_1,StrassenZustand_0,,
113,Monat_11,Stunde_16,Wochentag_2,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_2,PKW_1,StrassenZustand_0,,,
114,Monat_9,Stunde_3,Wochentag_7,Unfallaktegorie_2,UnfallArt_9,UnfallTyp_1,Lichverhaeltniss_2,PKW_1,Sonstiges_1,StrassenZustand_0,,
115,Monat_8,Stunde_18,Wochentag_6,Unfallaktegorie_3,UnfallArt_8,UnfallTyp_1,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
116,Monat_6,Stunde_18,Wochentag_7,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
117,Monat_6,Stunde_19,Wochentag_7,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_1,Lichverhaeltniss_0,KraftRad_1,StrassenZustand_0,,,
118,Monat_6,Stunde_17,Wochentag_2,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
119,Monat_8,Stunde_7,Wochentag_4,Unfallaktegorie_2,UnfallArt_6,UnfallTyp_4,Lichverhaeltniss_0,PKW_1,Fuss_1,StrassenZustand_0,,
120,Monat_5,Stunde_8,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_4,Lichverhaeltniss_0,Fahrrad_1,Fuss_1,StrassenZustand_0,,
121,Monat_4,Stunde_9,Wochentag_4,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
122,Monat_12,Stunde_14,Wochentag_7,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
123,Monat_9,Stunde_9,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
124,Monat_9,Stunde_20,Wochentag_7,Unfallaktegorie_3,UnfallArt_1,UnfallTyp_5,Lichverhaeltniss_2,Fahrrad_1,PKW_1,Sonstiges_1,StrassenZustand_0,
125,Monat_7,Stunde_21,Wochentag_5,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_2,Fahrrad_1,PKW_1,StrassenZustand_0,,
126,Monat_3,Stunde_10,Wochentag_3,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_4,Lichverhaeltniss_0,Fahrrad_1,Fuss_1,StrassenZustand_0,,
127,Monat_7,Stunde_10,Wochentag_6,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
128,Monat_3,Stunde_13,Wochentag_3,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
129,Monat_5,Stunde_14,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
130,Monat_2,Stunde_16,Wochentag_4,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_4,Lichverhaeltniss_0,PKW_1,Fuss_1,StrassenZustand_0,,
131,Monat_11,Stunde_19,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_2,PKW_1,StrassenZustand_0,,,
132,Monat_9,Stunde_5,Wochentag_2,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
133,Monat_8,Stunde_8,Wochentag_7,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,GueterKFZ_1,StrassenZustand_0,,
134,Monat_3,Stunde_9,Wochentag_2,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_1,Lichverhaeltniss_0,Fahrrad_1,StrassenZustand_2,,,
135,Monat_10,Stunde_10,Wochentag_3,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
136,Monat_8,Stunde_14,Wochentag_5,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
137,Monat_4,Stunde_14,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
138,Monat_4,Stunde_18,Wochentag_6,Unfallaktegorie_2,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
139,Monat_6,Stunde_17,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
140,Monat_12,Stunde_22,Wochentag_6,Unfallaktegorie_2,UnfallArt_0,UnfallTyp_1,Lichverhaeltniss_2,KraftRad_1,StrassenZustand_1,,,
141,Monat_9,Stunde_17,Wochentag_1,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_1,,
142,Monat_9,Stunde_18,Wochentag_3,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,KraftRad_1,StrassenZustand_0,,
143,Monat_6,Stunde_17,Wochentag_2,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_3,Lichverhaeltniss_0,Fahrrad_1,StrassenZustand_0,,,
144,Monat_7,Stunde_10,Wochentag_6,Unfallaktegorie_3,UnfallArt_5,UnfallTyp_2,Lichverhaeltniss_0,Fahrrad_1,PKW_1,StrassenZustand_0,,
145,Monat_5,Stunde_19,Wochentag_7,Unfallaktegorie_3,UnfallArt_2,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
146,Monat_2,Stunde_17,Wochentag_4,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_4,Lichverhaeltniss_1,PKW_1,Fuss_1,StrassenZustand_0,,
147,Monat_11,Stunde_18,Wochentag_6,Unfallaktegorie_2,UnfallArt_6,UnfallTyp_2,Lichverhaeltniss_2,PKW_1,Fuss_1,StrassenZustand_0,,
148,Monat_10,Stunde_16,Wochentag_3,Unfallaktegorie_3,UnfallArt_0,UnfallTyp_2,Lichverhaeltniss_0,PKW_1,Sonstiges_1,StrassenZustand_0,,
149,Monat_8,Stunde_15,Wochentag_2,Unfallaktegorie_2,UnfallArt_4,UnfallTyp_7,Lichverhaeltniss_0,Fahrrad_1,StrassenZustand_0,,,
150,Monat_4,Stunde_9,Wochentag_1,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,StrassenZustand_0,,,
151,Monat_4,Stunde_18,Wochentag_1,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_7,Lichverhaeltniss_0,Fahrrad_1,Fuss_1,StrassenZustand_1,,
152,Monat_5,Stunde_7,Wochentag_2,Unfallaktegorie_3,UnfallArt_3,UnfallTyp_6,Lichverhaeltniss_0,PKW_1,GueterKFZ_1,StrassenZustand_0,,
153,Monat_10,Stunde_17,Wochentag_3,Unfallaktegorie_3,UnfallArt_6,UnfallTyp_4,Lichverhaeltniss_1,PKW_1,Fuss_1,StrassenZustand_0,,
