OBJECTID;CLUSTER_ID
207591.0;122
202772.0;123
200113.0;124
201121.0;125
202961.0;126
203880.0;127
198542.0;128
198699.0;127
206395.0;129
206936.0;130
198472.0;131
206464.0;132
202089.0;133
201938.0;133
201793.0;133
201212.0;133
203679.0;134
200427.0;135
200579.0;136
206174.0;136
207086.0;136
204341.0;137
197457.0;137
203003.0;138
208542.0;138
207641.0;138
199041.0;139
200015.0;140
197291.0;140
203559.0;141
204931.0;141
197504.0;142
199499.0;143
199410.0;143
200159.0;144
203713.0;145
202276.0;146
198332.0;147
198388.0;147
200992.0;147
205388.0;147
200531.0;148
204727.0;148
202289.0;149
201648.0;150
206615.0;141
201243.0;140
207250.0;151
204619.0;152
204330.0;152
207204.0;153
199415.0;152
198656.0;152
197651.0;152
197335.0;152
199204.0;154
207257.0;155
204635.0;156
206784.0;157
201224.0;158
199830.0;158
205964.0;159
203354.0;160
207652.0;161
203184.0;162
202514.0;162
197136.0;162
208765.0;162
204136.0;162
202906.0;163
201408.0;164
202347.0;165
206077.0;166
196814.0;167
200809.0;168
203395.0;169
204190.0;170
203853.0;170
197837.0;170
205940.0;170
206753.0;170
205740.0;170
205845.0;170
207361.0;171
197950.0;171
199949.0;172
205703.0;173
208179.0;173
201351.0;174
199345.0;174
200907.0;174
197267.0;174
204218.0;175
208509.0;176
199454.0;176
198668.0;177
197552.0;178
203807.0;179
201871.0;179
202240.0;180
207724.0;181
206035.0;182
199115.0;183
196922.0;184
199430.0;185
203103.0;186
205131.0;187
197686.0;185
204824.0;185
199427.0;188
197418.0;188
199987.0;188
205854.0;189
201811.0;190
198741.0;190
205371.0;191
206815.0;192
199920.0;192
202814.0;193
201267.0;194
197214.0;195
201463.0;196
206112.0;197
202411.0;198
200231.0;199
201294.0;200
198355.0;201
198180.0;201
207620.0;201
203592.0;201
205705.0;202
197924.0;203
203083.0;204
204329.0;205
200703.0;206
201361.0;206
202749.0;206
197627.0;206
198443.0;206
201131.0;206
207309.0;206
199414.0;207
199404.0;207
201927.0;208
201667.0;209
197070.0;209
114814.0;210
115016.0;211
201308.0;212
197161.0;212
201812.0;213
201085.0;214
202093.0;215
199098.0;216
197284.0;217
201527.0;217
200923.0;218
197387.0;219
207021.0;220
207436.0;220
202831.0;221
197930.0;221
207050.0;222
208239.0;223
206661.0;224
206080.0;225
206934.0;226
203786.0;227
205649.0;227
206201.0;227
204262.0;228
205316.0;229
205639.0;230
207237.0;230
114325.0;231
114947.0;232
114123.0;233
114765.0;234
115823.0;233
115723.0;235
114025.0;236
115302.0;234
205170.0;237
206932.0;238
206739.0;239
204461.0;240
199042.0;241
206206.0;242
115188.0;243
115822.0;244
202192.0;245
201289.0;246
204606.0;247
205136.0;248
206999.0;249
207855.0;250
204073.0;251
208337.0;252
115324.0;253
115390.0;253
115144.0;254
113820.0;255
206638.0;256
199880.0;256
201789.0;257
200966.0;258
201448.0;259
200699.0;260
200892.0;261
208214.0;262
200712.0;263
199542.0;264
202491.0;265
200681.0;266
208516.0;267
204304.0;268
205936.0;268
202543.0;269
198750.0;269
201358.0;269
203171.0;269
201021.0;270
199399.0;270
205704.0;270
198808.0;271
207543.0;272
199177.0;273
197911.0;274
206694.0;274
206339.0;275
203692.0;275
203576.0;275
206189.0;276
198485.0;276
206622.0;276
206913.0;277
202353.0;278
205165.0;279
201455.0;280
204554.0;281
207203.0;282
204962.0;283
202160.0;284
207948.0;285
200872.0;285
197793.0;285
201314.0;286
204405.0;287
198530.0;288
199020.0;288
205020.0;289
205177.0;290
199333.0;290
203675.0;291
196850.0;292
200217.0;293
207646.0;294
204743.0;294
206670.0;294
200267.0;295
201603.0;296
206763.0;297
202994.0;297
207700.0;297
203013.0;298
200220.0;298
204290.0;299
203000.0;300
197358.0;301
205587.0;302
198983.0;303
205735.0;304
207284.0;305
199568.0;306
208109.0;307
198861.0;307
201364.0;308
206449.0;309
202366.0;310
204863.0;311
201252.0;312
200181.0;312
200856.0;313
208170.0;313
204086.0;313
198622.0;314
199109.0;314
197079.0;314
203346.0;314
203976.0;314
203463.0;315
204564.0;315
207934.0;315
207545.0;316
198933.0;317
206602.0;318
206966.0;319
199019.0;320
203090.0;320
201613.0;321
199887.0;322
202066.0;323
207535.0;324
197981.0;324
200537.0;325
199122.0;326
207254.0;327
206760.0;327
202775.0;328
206698.0;329
204391.0;329
196981.0;329
198955.0;330
199137.0;330
206279.0;330
201710.0;331
198877.0;332
208524.0;332
197806.0;333
200962.0;334
206509.0;335
201860.0;336
201216.0;337
206430.0;338
202480.0;338
205867.0;339
200049.0;340
198809.0;341
200961.0;341
203334.0;341
204029.0;341
205313.0;342
198692.0;343
203600.0;344
204896.0;345
202368.0;346
200260.0;347
205696.0;348
203149.0;349
206848.0;350
205250.0;351
203348.0;352
197774.0;353
200695.0;354
198334.0;355
207978.0;355
200398.0;356
206519.0;357
200112.0;358
200449.0;359
204690.0;360
205566.0;360
199551.0;361
204497.0;361
205234.0;361
200885.0;362
207664.0;363
202983.0;364
208393.0;365
204792.0;365
207854.0;366
206104.0;367
203316.0;367
205976.0;368
205431.0;368
205930.0;369
203125.0;369
201162.0;369
202654.0;370
204422.0;371
206844.0;372
197250.0;373
202827.0;373
206166.0;373
206982.0;373
203148.0;374
201150.0;374
200873.0;374
200554.0;375
200062.0;376
208578.0;376
207862.0;377
206980.0;377
202552.0;377
200739.0;377
196843.0;377
201427.0;378
203641.0;379
200423.0;380
201770.0;380
204920.0;380
205203.0;381
203670.0;381
203031.0;381
199733.0;381
198265.0;381
197410.0;381
197210.0;382
201355.0;383
206618.0;384
206441.0;384
201507.0;385
199677.0;386
204536.0;386
205347.0;386
207624.0;387
198746.0;388
196869.0;389
201810.0;389
201917.0;389
202168.0;389
202929.0;389
202493.0;390
114655.0;390
208335.0;391
207332.0;392
204789.0;393
206856.0;394
197752.0;395
200985.0;395
204514.0;396
206954.0;397
200945.0;398
203084.0;398
199572.0;399
198793.0;398
200894.0;400
197929.0;401
197012.0;401
208769.0;402
198069.0;403
206002.0;404
205300.0;405
198448.0;406
202524.0;407
203034.0;407
202175.0;408
208367.0;409
205517.0;409
204748.0;410
203006.0;411
201287.0;412
199353.0;413
197150.0;412
204093.0;412
198206.0;412
204314.0;414
199767.0;415
205749.0;416
199541.0;417
199505.0;418
204424.0;419
206421.0;420
114654.0;421
114266.0;422
207794.0;423
204739.0;423
208100.0;424
202516.0;425
199179.0;425
204198.0;426
202730.0;427
201228.0;427
201081.0;427
202361.0;428
208500.0;429
204569.0;430
200900.0;431
207954.0;432
203849.0;433
203253.0;434
202861.0;435
204747.0;436
200741.0;436
201257.0;437
200347.0;438
197741.0;438
206832.0;439
207408.0;440
200272.0;441
204449.0;442
198518.0;442
203931.0;443
201089.0;444
207613.0;445
208326.0;446
200085.0;446
197953.0;446
205422.0;446
203436.0;446
200173.0;446
205987.0;447
202870.0;448
207666.0;448
199196.0;449
204740.0;450
200512.0;451
206957.0;452
205339.0;452
205895.0;453
206099.0;454
205078.0;454
199077.0;454
206930.0;455
205956.0;456
203152.0;457
199426.0;457
198907.0;458
201391.0;458
198353.0;459
200120.0;459
205460.0;459
200967.0;460
200817.0;461
205309.0;461
208391.0;462
202364.0;463
198345.0;464
200580.0;465
201943.0;466
205756.0;467
205267.0;468
206242.0;469
203837.0;470
205586.0;471
202910.0;472
208832.0;473
208517.0;474
199653.0;474
200368.0;474
198320.0;474
200670.0;475
197281.0;475
114758.0;476
205110.0;477
204652.0;477
203378.0;477
202111.0;477
199460.0;477
203854.0;477
197419.0;478
203275.0;479
202081.0;480
207727.0;481
203801.0;482
205972.0;482
198914.0;483
205192.0;483
204249.0;483
200888.0;483
203365.0;484
202652.0;485
197814.0;486
196950.0;486
202975.0;487
199164.0;487
196881.0;487
206561.0;488
206067.0;488
197086.0;489
205687.0;489
201784.0;490
196842.0;491
200560.0;492
197730.0;492
203289.0;492
199224.0;493
206259.0;494
198271.0;495
201065.0;495
206281.0;496
198819.0;496
202695.0;497
198854.0;498
199982.0;499
205121.0;499
199795.0;499
202200.0;500
204381.0;501
208004.0;502
206938.0;503
201416.0;503
200585.0;504
207714.0;505
205644.0;506
197429.0;507
203702.0;508
202145.0;509
198709.0;510
199022.0;510
207991.0;510
208327.0;510
208025.0;511
204731.0;512
198570.0;513
201169.0;513
199049.0;514
199302.0;514
196943.0;513
201680.0;513
197918.0;514
197588.0;515
196888.0;516
197016.0;516
203726.0;516
199662.0;517
200092.0;517
203509.0;517
198047.0;518
197083.0;519
199536.0;520
205809.0;520
198096.0;521
199692.0;521
200282.0;521
201771.0;521
205018.0;521
205658.0;521
200208.0;522
206571.0;523
208431.0;524
197926.0;525
206593.0;526
197999.0;526
204575.0;527
205960.0;528
201042.0;528
200241.0;529
201472.0;529
202925.0;530
201088.0;531
205747.0;532
198135.0;533
207819.0;534
202157.0;534
201145.0;534
198468.0;535
199664.0;536
202367.0;536
207678.0;537
201604.0;538
200566.0;539
201924.0;540
196846.0;540
196964.0;541
207949.0;542
206862.0;543
206646.0;544
205119.0;545
207856.0;546
202562.0;547
203947.0;548
198124.0;549
197676.0;550
200857.0;551
201166.0;552
201980.0;552
198842.0;553
199234.0;554
198066.0;555
205473.0;556
201225.0;557
199833.0;557
206004.0;557
113883.0;558
114141.0;558
114383.0;558
114616.0;558
114892.0;558
115011.0;558
115068.0;558
115108.0;558
115211.0;558
115649.0;558
115722.0;558
202936.0;558
198209.0;559
199925.0;559
202760.0;559
201052.0;560
201332.0;560
206579.0;561
197990.0;562
208299.0;563
198713.0;564
198775.0;564
202010.0;565
200997.0;566
114162.0;567
114900.0;567
115153.0;567
197940.0;567
202528.0;567
113277.0;568
199090.0;569
202019.0;570
206204.0;571
199952.0;572
207399.0;573
197259.0;574
203051.0;575
114425.0;576
112902.0;576
198058.0;577
198923.0;578
196868.0;579
205750.0;580
206885.0;581
201714.0;582
204397.0;583
203770.0;583
207166.0;584
203158.0;584
208359.0;584
199610.0;585
205220.0;585
204923.0;585
208249.0;585
204453.0;586
207000.0;586
200163.0;587
202432.0;587
113631.0;588
114434.0;588
114969.0;588
115481.0;588
203760.0;589
204070.0;589
205738.0;590
198435.0;591
198618.0;592
208518.0;593
206491.0;593
200383.0;594
196937.0;595
199781.0;595
201219.0;595
208221.0;595
198411.0;596
202550.0;597
202726.0;597
200124.0;597
207670.0;597
205963.0;597
204632.0;598
198159.0;599
198899.0;599
201151.0;600
208227.0;601
207476.0;601
200910.0;601
197093.0;602
199176.0;602
200518.0;603
206095.0;604
205420.0;605
207004.0;606
208387.0;607
196840.0;608
201539.0;609
198099.0;609
203734.0;610
205589.0;611
203640.0;612
202136.0;612
207106.0;613
197405.0;614
114571.0;615
114596.0;615
203589.0;616
203725.0;617
196956.0;617
203751.0;617
198349.0;617
206450.0;618
198567.0;618
198310.0;619
198582.0;618
198086.0;620
198344.0;621
114803.0;622
115020.0;622
206915.0;623
197906.0;624
206298.0;624
115583.0;625
206744.0;625
203579.0;626
200636.0;627
207113.0;628
201593.0;629
207607.0;630
205979.0;630
207105.0;631
204048.0;632
200394.0;633
204723.0;634
197952.0;635
204272.0;635
205722.0;636
207674.0;637
208201.0;637
208356.0;637
207853.0;637
207311.0;638
200417.0;638
202693.0;639
203779.0;640
204796.0;641
200329.0;642
197313.0;643
196822.0;644
201602.0;644
202798.0;644
203197.0;644
206444.0;644
199911.0;645
203428.0;645
203697.0;645
204765.0;646
200733.0;646
203368.0;647
114738.0;648
208248.0;649
207485.0;649
202429.0;650
202796.0;651
201348.0;652
202071.0;653
199888.0;654
197535.0;655
205396.0;656
206030.0;657
197258.0;658
197440.0;658
198502.0;658
199526.0;658
200401.0;658
203940.0;658
203955.0;658
204053.0;658
199065.0;659
197392.0;660
197495.0;660
201612.0;660
202556.0;660
204475.0;660
206683.0;660
204140.0;661
208306.0;662
205816.0;663
198663.0;664
197596.0;664
199528.0;665
200412.0;666
201399.0;667
201781.0;668
199298.0;669
205172.0;670
208009.0;671
205083.0;671
200467.0;671
114196.0;672
205438.0;673
208224.0;674
206494.0;675
199994.0;676
203068.0;677
201725.0;678
201239.0;679
206171.0;679
202457.0;680
206724.0;681
198109.0;682
205425.0;682
199282.0;683
199779.0;684
198393.0;685
202653.0;686
197845.0;687
200944.0;688
208568.0;688
206750.0;689
197244.0;690
207302.0;690
203712.0;691
202312.0;692
205836.0;693
199002.0;693
198207.0;693
207058.0;693
205585.0;694
114373.0;695
202268.0;696
196849.0;697
197895.0;697
205219.0;697
205355.0;698
114068.0;699
197261.0;700
205578.0;700
205939.0;700
208385.0;700
197023.0;701
202388.0;701
206766.0;701
197151.0;702
206810.0;702
198157.0;702
205190.0;703
201190.0;703
206416.0;703
201049.0;704
207016.0;705
206864.0;706
204688.0;707
204232.0;708
206624.0;709
202298.0;709
201905.0;710
115458.0;711
115524.0;711
208155.0;711
114638.0;711
207265.0;712
203784.0;712
201018.0;713
205139.0;714
205869.0;715
204254.0;716
204627.0;716
198726.0;717
201550.0;718
202218.0;719
204661.0;720
207834.0;720
205775.0;720
205568.0;720
202924.0;721
199274.0;721
202745.0;722
207737.0;723
206941.0;724
200975.0;725
204964.0;726
203820.0;726
203416.0;726
207922.0;727
201715.0;728
198710.0;729
207064.0;730
200226.0;730
205634.0;731
201707.0;732
114636.0;733
114427.0;734
114951.0;735
197353.0;736
207929.0;737
203651.0;738
207723.0;739
203104.0;740
197713.0;741
207514.0;742
208786.0;743
207553.0;744
206356.0;745
202886.0;746
206960.0;747
204590.0;748
114704.0;749
114594.0;749
201802.0;750
205109.0;751
208386.0;752
198095.0;753
204426.0;753
207680.0;754
206680.0;754
200385.0;754
200725.0;755
199459.0;756
115827.0;757
201882.0;758
204236.0;759
203556.0;759
201311.0;760
197640.0;761
207688.0;762
197113.0;763
206517.0;764
200926.0;765
202234.0;765
207766.0;766
204011.0;767
199545.0;768
207154.0;768
207611.0;769
203505.0;770
199615.0;770
205759.0;771
200805.0;772
205560.0;773
201111.0;774
206164.0;775
204541.0;776
197719.0;777
208284.0;778
201447.0;778
202913.0;779
207201.0;780
207653.0;781
208024.0;782
204021.0;783
199771.0;784
201922.0;785
207433.0;786
198085.0;786
203314.0;787
198715.0;788
197779.0;789
204787.0;790
206293.0;791
207933.0;792
200339.0;791
200820.0;793
197461.0;794
201466.0;795
201830.0;795
205758.0;795
197375.0;796
197799.0;796
199683.0;796
200653.0;797
200804.0;798
204785.0;799
205198.0;799
201654.0;800
204674.0;801
202100.0;802
206835.0;803
197254.0;804
196817.0;804
204512.0;805
205040.0;806
201327.0;807
206621.0;807
197766.0;808
199250.0;808
204548.0;808
206428.0;808
202204.0;809
206401.0;810
200136.0;811
205583.0;812
202447.0;813
114195.0;814
114033.0;815
204418.0;816
208581.0;817
208417.0;817
208030.0;817
208508.0;818
198957.0;819
205732.0;820
201070.0;821
200521.0;822
207081.0;823
199912.0;824
202981.0;825
206855.0;826
201665.0;827
200080.0;828
197715.0;829
202874.0;830
207979.0;831
205553.0;831
208523.0;832
199030.0;833
206919.0;834
200452.0;835
205581.0;836
199535.0;836
202732.0;837
200610.0;838
200286.0;839
199117.0;840
198425.0;841
197991.0;842
198422.0;842
199251.0;842
203049.0;842
203123.0;842
204241.0;842
205497.0;842
208436.0;842
199863.0;843
208148.0;844
202495.0;845
200191.0;846
204182.0;847
208382.0;847
198068.0;848
200617.0;848
204257.0;842
200773.0;849
197805.0;849
208041.0;849
206577.0;849
206220.0;849
202075.0;849
208246.0;849
202118.0;850
197790.0;849
201572.0;849
115319.0;851
207842.0;852
206211.0;853
202880.0;853
201087.0;853
200707.0;853
206604.0;854
207347.0;854
203793.0;854
204041.0;854
201457.0;855
199931.0;856
200223.0;856
199543.0;857
199449.0;858
199672.0;859
201617.0;859
205001.0;859
202892.0;860
204068.0;861
199595.0;862
207180.0;863
197617.0;864
198644.0;865
205889.0;866
198596.0;866
200302.0;867
207902.0;867
202294.0;867
207627.0;868
114379.0;869
114754.0;869
115252.0;869
115386.0;869
198301.0;869
203970.0;870
206252.0;871
201393.0;872
200157.0;873
203716.0;873
203695.0;874
206988.0;874
200555.0;849
197396.0;849
203238.0;875
207708.0;876
197125.0;877
203491.0;878
198524.0;879
199864.0;879
197167.0;880
196859.0;881
197443.0;881
204953.0;881
208232.0;881
203924.0;882
205279.0;883
207057.0;884
208090.0;885
208053.0;886
198595.0;887
205948.0;888
198731.0;889
199727.0;890
196885.0;890
198318.0;891
205022.0;892
207356.0;892
207561.0;893
199114.0;894
114122.0;895
115618.0;895
115126.0;895
114504.0;895
114293.0;896
114762.0;896
115463.0;896
204276.0;897
202023.0;897
205477.0;898
205412.0;899
201632.0;900
199480.0;901
199516.0;901
199604.0;901
200056.0;901
201640.0;901
204721.0;901
205486.0;902
114189.0;903
114536.0;903
204014.0;903
208328.0;903
197463.0;904
202265.0;905
206515.0;906
202490.0;901
114296.0;907
114548.0;907
114833.0;907
208775.0;908
198587.0;909
200343.0;909
115158.0;910
203242.0;911
204111.0;911
115417.0;912
200727.0;913
205211.0;913
204732.0;913
204383.0;913
201376.0;914
207517.0;915
204677.0;916
202711.0;916
205582.0;916
200087.0;917
202505.0;918
115558.0;919
115517.0;919
198844.0;920
199486.0;920
199582.0;920
202037.0;920
204550.0;920
206564.0;920
208331.0;920
208208.0;921
204146.0;922
203474.0;923
200835.0;923
202110.0;924
198193.0;925
206344.0;925
208354.0;926
203517.0;927
198372.0;928
197433.0;929
198168.0;929
206707.0;930
199873.0;930
204114.0;931
198004.0;931
201625.0;932
200569.0;933
203587.0;933
205282.0;933
203385.0;934
200659.0;934
197019.0;934
201607.0;935
205462.0;935
206549.0;936
203632.0;936
197171.0;937
205181.0;938
199951.0;939
199235.0;940
205010.0;941
201275.0;942
204685.0;942
204187.0;943
208403.0;943
201782.0;944
205522.0;944
196930.0;945
202597.0;946
203088.0;946
204332.0;946
199937.0;947
201972.0;947
203830.0;948
114729.0;949
115746.0;949
115667.0;950
114161.0;951
114109.0;951
112892.0;951
115345.0;951
114399.0;952
115235.0;952
115608.0;952
205974.0;953
204117.0;954
202114.0;955
206823.0;955
202895.0;956
205918.0;956
206191.0;957
197717.0;958
196992.0;958
203862.0;958
201733.0;958
206518.0;958
198235.0;959
197003.0;960
202577.0;960
197886.0;961
205825.0;962
197649.0;963
204797.0;963
200621.0;964
114757.0;965
203369.0;966
198034.0;966
202074.0;967
115029.0;968
203822.0;969
197001.0;969
205263.0;970
199619.0;971
206636.0;972
207974.0;973
197601.0;973
199168.0;974
207533.0;974
207600.0;975
201173.0;976
204348.0;976
204259.0;977
198488.0;978
207521.0;978
197338.0;979
201178.0;980
201501.0;981
197400.0;982
201806.0;982
203683.0;982
208430.0;983
207913.0;983
205530.0;983
198939.0;983
203102.0;983
201925.0;983
200808.0;983
198286.0;984
201669.0;984
200760.0;985
196997.0;986
207596.0;986
202007.0;987
201514.0;988
197505.0;989
206414.0;989
197959.0;990
199500.0;991
199217.0;992
198554.0;993
207882.0;993
201108.0;993
199797.0;993
203176.0;993
202044.0;994
207663.0;995
205469.0;996
199670.0;997
200171.0;998
205011.0;999
198886.0;999
206182.0;1000
204392.0;1000
206313.0;1001
197557.0;1002
206265.0;1002
205577.0;1003
199423.0;1003
206665.0;1003
207953.0;1003
208165.0;1003
207333.0;1004
199834.0;1005
204874.0;1006
114213.0;1007
115593.0;1007
197474.0;1008
197698.0;1008
197787.0;1008
203067.0;1008
201997.0;1008
203456.0;1009
197149.0;1010
198459.0;1011
202595.0;1012
114370.0;1013
200983.0;1014
203778.0;1015
202506.0;1016
206587.0;1017
197271.0;1017
205652.0;1018
206190.0;1019
204268.0;1020
198108.0;1021
208334.0;1021
204746.0;1021
206674.0;1021
207312.0;1021
199585.0;1022
201518.0;1022
206652.0;1023
202920.0;1024
207441.0;1025
205932.0;1025
201940.0;1026
206903.0;1027
208218.0;1027
203809.0;1028
205830.0;1029
114177.0;1030
115323.0;1030
115582.0;1030
115657.0;1030
115830.0;1030
206671.0;1031
203831.0;1032
201599.0;1033
203410.0;1034
205491.0;1035
205993.0;1036
200013.0;1037
202438.0;1038
206666.0;1039
206076.0;1039
200141.0;1040
204110.0;1040
205296.0;1040
201411.0;1041
198776.0;1042
205442.0;1042
203662.0;1042
202894.0;1043
201134.0;1044
200131.0;1044
199303.0;1045
201016.0;1045
205541.0;1045
206372.0;1045
206743.0;1045
200864.0;1046
205572.0;1046
208536.0;1047
207691.0;1047
199451.0;1047
197235.0;1047
203912.0;1047
207077.0;1048
199697.0;1049
201001.0;1050
207996.0;1050
205470.0;1051
199072.0;1052
200485.0;1052
114073.0;1053
114393.0;1053
114533.0;1053
115479.0;1053
115596.0;1053
205903.0;1054
204109.0;1054
196856.0;1053
198406.0;1053
200235.0;1055
203930.0;1056
113516.0;1057
113235.0;1057
208823.0;1058
197448.0;1059
200077.0;1060
203258.0;1061
202237.0;1062
208840.0;1062
197701.0;1063
200775.0;1064
205329.0;1065
201589.0;1066
205665.0;1067
206916.0;1067
205858.0;1065
201717.0;1068
208473.0;1068
201858.0;1069
199370.0;1070
206181.0;1071
205273.0;1072
205092.0;1072
200604.0;1073
196826.0;1074
198451.0;1075
202112.0;1076
197262.0;1077
204819.0;1077
205238.0;1078
207136.0;1079
208545.0;1080
207107.0;1081
199807.0;1082
205390.0;1082
197384.0;1083
199045.0;1084
197623.0;1085
206639.0;1086
202921.0;1087
203563.0;1087
207823.0;1088
199502.0;1089
200780.0;1090
198214.0;1090
115193.0;1091
115179.0;1091
113960.0;1091
115063.0;1091
115606.0;1092
114786.0;1092
114082.0;1092
115239.0;1093
197162.0;1094
200111.0;1095
201703.0;1094
201752.0;1096
202928.0;1097
201155.0;1098
201260.0;1099
205616.0;1099
206522.0;1099
206839.0;1100
201403.0;1100
204246.0;1101
197928.0;1101
197849.0;1101
197213.0;1102
199991.0;1102
205811.0;1102
203624.0;1103
207150.0;1103
205529.0;1104
200206.0;1104
199358.0;1105
208163.0;1106
197841.0;1107
204370.0;1107
208787.0;1107
208853.0;1107
201890.0;1108
206235.0;1108
115265.0;1109
207287.0;1110
202833.0;1111
200438.0;1112
199141.0;1113
206276.0;1114
198189.0;1115
198546.0;1116
201470.0;1116
198696.0;1117
197802.0;1118
197866.0;1118
199127.0;1118
205087.0;1119
206311.0;1120
207986.0;1120
202086.0;1121
202564.0;1122
207278.0;1123
208313.0;1124
198063.0;1125
200656.0;1126
199567.0;1127
201051.0;1128
202101.0;1129
200335.0;1130
199612.0;1131
204525.0;1132
208291.0;1132
197411.0;1133
198131.0;1134
197629.0;1135
198154.0;1135
198279.0;1135
198834.0;1135
203054.0;1135
205754.0;1135
202797.0;1136
199444.0;1137
199297.0;1137
197480.0;1137
206037.0;1137
207582.0;1138
204947.0;1138
206859.0;1139
197496.0;1140
199368.0;1141
196925.0;1118
204830.0;1142
204683.0;1143
207453.0;1144
198484.0;1145
200601.0;1145
202227.0;1145
204047.0;1146
204940.0;1147
198377.0;1148
114063.0;1149
207679.0;1150
207984.0;1150
198664.0;1151
203928.0;1152
201031.0;1153
206439.0;1154
205401.0;1154
203893.0;1155
200565.0;1156
199190.0;1156
201136.0;1156
203949.0;1157
114130.0;1158
115757.0;1158
197008.0;1158
202070.0;1158
203306.0;1158
114120.0;1159
202901.0;1160
197671.0;1161
114046.0;1161
204118.0;1162
201054.0;1163
197969.0;1164
200142.0;1164
201565.0;1165
204134.0;1165
206408.0;1166
200815.0;1167
114086.0;1168
114862.0;1168
202581.0;1168
114311.0;1169
115391.0;1169
206504.0;1170
196912.0;1171
206244.0;1172
208497.0;1172
197272.0;1173
205260.0;1174
208104.0;1174
197334.0;1174
197388.0;1174
198340.0;1174
198774.0;1174
201236.0;1174
202306.0;1174
202784.0;1174
203665.0;1174
204745.0;1174
205395.0;1174
205457.0;1174
205513.0;1174
206530.0;1174
207279.0;1174
207658.0;1175
205838.0;1175
202446.0;1176
197534.0;1177
204362.0;1177
204365.0;1178
206176.0;1179
205436.0;1180
201658.0;1180
199093.0;1180
199034.0;1181
197735.0;1182
208345.0;1183
199890.0;1183
199875.0;1184
201439.0;1185
206976.0;1186
197352.0;1187
203303.0;1188
202978.0;1188
198486.0;1188
197025.0;1188
208049.0;1188
204623.0;1188
203118.0;1188
205878.0;1188
199433.0;1189
196848.0;1189
200744.0;1189
208513.0;1189
197165.0;1190
207945.0;1190
202015.0;1191
198723.0;1192
114419.0;1193
114066.0;1193
202454.0;1194
202451.0;1194
201480.0;1194
205881.0;1195
208450.0;1196
204513.0;1197
206357.0;1198
205506.0;1198
203063.0;1198
201068.0;1198
200294.0;1198
198253.0;1199
208231.0;1199
208457.0;1200
197027.0;1200
198151.0;1201
202002.0;1201
202319.0;1202
197458.0;1203
200250.0;1203
201250.0;1203
200006.0;1204
198303.0;1204
203876.0;1204
203593.0;1204
202166.0;1204
204121.0;1205
208215.0;1205
200276.0;1206
206307.0;1207
207123.0;1207
196932.0;1207
198089.0;1207
198489.0;1207
203026.0;1208
207093.0;1209
199666.0;1209
197624.0;1209
200185.0;1209
202531.0;1209
207295.0;1210
198820.0;1210
204598.0;1210
203923.0;1210
201706.0;1210
202154.0;1211
208512.0;1212
202604.0;1213
206403.0;1039
198760.0;1039
115443.0;1039
202409.0;1214
200180.0;1215
197524.0;1188
202678.0;1216
207427.0;1216
206275.0;1217
205929.0;1218
205916.0;1218
198885.0;1219
203180.0;1219
203527.0;1219
204451.0;1219
206120.0;1219
196927.0;1220
201794.0;1221
113314.0;1222
114835.0;1222
199799.0;1222
204055.0;1223
205292.0;1224
198685.0;1225
203672.0;1226
